,SK_ID_CURR,NAME_CONTRACT_TYPE,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_WORK_PHONE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT_W_CITY,HOUR_APPR_PROCESS_START,REG_CITY_NOT_LIVE_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,YEARS_BEGINEXPLUATATION_MEDI,COMMONAREA_MEDI,ENTRANCES_MEDI,LANDAREA_MEDI,LIVINGAREA_MEDI,NONLIVINGAREA_MEDI,TOTALAREA_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_3,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,PREVIOUS_LOANS_COUNT,PREV_BUR_MEAN_DAYS_CREDIT,PREV_BUR_MEAN_DAYS_CREDIT_ENDDATE,PREV_BUR_MEAN_DAYS_ENDDATE_FACT,PREV_BUR_MEAN_AMT_CREDIT_MAX_OVERDUE,PREV_BUR_MEAN_CNT_CREDIT_PROLONG,PREV_BUR_MEAN_AMT_CREDIT_SUM,PREV_BUR_MEAN_AMT_CREDIT_SUM_DEBT,PREV_BUR_MEAN_AMT_CREDIT_SUM_LIMIT,PREV_BUR_MEAN_AMT_CREDIT_SUM_OVERDUE,PREV_BUR_MEAN_DAYS_CREDIT_UPDATE,PREV_BUR_MEAN_AMT_ANNUITY,PREV_BUR_MEAN_MONTHS_BALANCE_MEAN,PREVIOUS_APPLICATION_COUNT,PREV_APPL_MEAN_AMT_ANNUITY,PREV_APPL_MEAN_AMT_APPLICATION,PREV_APPL_MEAN_AMT_CREDIT,PREV_APPL_MEAN_AMT_DOWN_PAYMENT,PREV_APPL_MEAN_AMT_GOODS_PRICE,PREV_APPL_MEAN_HOUR_APPR_PROCESS_START,PREV_APPL_MEAN_NFLAG_LAST_APPL_IN_DAY,PREV_APPL_MEAN_RATE_DOWN_PAYMENT,PREV_APPL_MEAN_DAYS_DECISION,PREV_APPL_MEAN_SELLERPLACE_AREA,PREV_APPL_MEAN_CNT_PAYMENT,PREV_APPL_MEAN_DAYS_FIRST_DRAWING,PREV_APPL_MEAN_DAYS_FIRST_DUE,PREV_APPL_MEAN_DAYS_LAST_DUE_1ST_VERSION,PREV_APPL_MEAN_DAYS_LAST_DUE,PREV_APPL_MEAN_DAYS_TERMINATION,PREV_APPL_MEAN_NFLAG_INSURED_ON_APPROVAL,PREV_APPL_MEAN_CARD_MEAN_MONTHS_BALANCE,PREV_APPL_MEAN_CARD_MEAN_AMT_BALANCE,PREV_APPL_MEAN_CARD_MEAN_AMT_CREDIT_LIMIT_ACTUAL,PREV_APPL_MEAN_CARD_MEAN_AMT_DRAWINGS_ATM_CURRENT,PREV_APPL_MEAN_CARD_MEAN_AMT_DRAWINGS_CURRENT,PREV_APPL_MEAN_CARD_MEAN_AMT_DRAWINGS_OTHER_CURRENT,PREV_APPL_MEAN_CARD_MEAN_AMT_DRAWINGS_POS_CURRENT,PREV_APPL_MEAN_CARD_MEAN_AMT_INST_MIN_REGULARITY,PREV_APPL_MEAN_CARD_MEAN_AMT_PAYMENT_CURRENT,PREV_APPL_MEAN_CARD_MEAN_AMT_PAYMENT_TOTAL_CURRENT,PREV_APPL_MEAN_CARD_MEAN_AMT_RECEIVABLE_PRINCIPAL,PREV_APPL_MEAN_CARD_MEAN_AMT_RECIVABLE,PREV_APPL_MEAN_CARD_MEAN_CNT_DRAWINGS_ATM_CURRENT,PREV_APPL_MEAN_CARD_MEAN_CNT_DRAWINGS_CURRENT,PREV_APPL_MEAN_CARD_MEAN_CNT_DRAWINGS_POS_CURRENT,PREV_APPL_MEAN_CARD_MEAN_CNT_INSTALMENT_MATURE_CUM,PREV_APPL_MEAN_CARD_MEAN_SK_DPD,PREV_APPL_MEAN_CARD_MEAN_SK_DPD_DEF,PREV_APPL_MEAN_INSTALL_MEAN_NUM_INSTALMENT_VERSION,PREV_APPL_MEAN_INSTALL_MEAN_NUM_INSTALMENT_NUMBER,PREV_APPL_MEAN_INSTALL_MEAN_DAYS_INSTALMENT,PREV_APPL_MEAN_INSTALL_MEAN_DAYS_ENTRY_PAYMENT,PREV_APPL_MEAN_INSTALL_MEAN_AMT_INSTALMENT,PREV_APPL_MEAN_INSTALL_MEAN_AMT_PAYMENT,CREDIT_INCOME_PERCENT,ANNUITY_INCOME_PERCENT,CREDIT_TERM,DAYS_EMPLOYED_PERCENT,CODE_GENDER_F,CODE_GENDER_M,NAME_INCOME_TYPE_State servant,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Higher education,NAME_EDUCATION_TYPE_Secondary / secondary special,NAME_FAMILY_STATUS_Married,NAME_FAMILY_STATUS_Single / not married,OCCUPATION_TYPE_Accountants,OCCUPATION_TYPE_Core staff,OCCUPATION_TYPE_Drivers,OCCUPATION_TYPE_High skill tech staff,OCCUPATION_TYPE_Laborers,WEEKDAY_APPR_PROCESS_START_SATURDAY,ORGANIZATION_TYPE_Business Entity Type 3,ORGANIZATION_TYPE_Construction,ORGANIZATION_TYPE_Military,ORGANIZATION_TYPE_Police,ORGANIZATION_TYPE_Realtor,ORGANIZATION_TYPE_Restaurant,ORGANIZATION_TYPE_School,ORGANIZATION_TYPE_Security Ministries,ORGANIZATION_TYPE_Self-employed,ORGANIZATION_TYPE_Services,ORGANIZATION_TYPE_Transport: type 3,ORGANIZATION_TYPE_Transport: type 4,WALLSMATERIAL_MODE_Others,WALLSMATERIAL_MODE_Panel,TARGET,NAME_FAMILY_STATUS,CODE_GENDER
340,106604,Cash loans,Y,Y,1,540000.0,1365192.0,49167.0,1206000.0,0.02461,16013,-920.0,-58.0,-5546,65.0,0,2.0,2,16,0,0.4147983607659677,0.5415743513745471,0.2910973802776635,,0.0136,0.9742,0.6464,0.0028,0.069,0.125,0.0251,,0.0245,0.0053,,0.9742,0.6602,0.0028,0.069,0.125,0.0257,,0.0255,0.0039,0.0056,,0.9742,0.0028,0.069,0.0256,0.0249,0.0054,0.0365,0.0,0.0,0.0,0.0,-1287.0,1,0.0,1.0,0.0,0.0,12.0,-1268.3333333333333,763.6,-1099.428571428571,6462.0,0.0,328386.0,107871.42857142857,0.0,0.0,-612.25,18821.8125,-29.29166666666667,13.0,27346.1715,382716.0,452310.9230769231,6204.857142857143,497530.8,12.769230769230768,1.0,0.0454035156116811,-1219.923076923077,436.2307692307692,23.3,312906.5714285714,-1516.2857142857142,51271.285714285725,51129.857142857145,103331.28571428572,0.2857142857142857,-22.0,34320.29378048781,176707.31707317074,11140.243902439024,12107.611097560975,0.0,967.367195121951,1961.1555882352936,16035.717857142854,13626.390731707315,32411.472804878056,33885.61134146342,0.3170731707317073,0.6097560975609756,0.2926829268292683,9.470588235294116,0.0,0.0,0.9151685752670974,10.457597082720238,-1278.1214381677437,-1289.8169534898595,28134.33629777365,27663.17979147207,2.5281333333333333,0.09105,0.0360147144137967,-0.0574533191781677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Separated,F
355,108373,Cash loans,N,Y,0,90000.0,225000.0,13725.0,225000.0,0.028663,18543,-2645.0,-12424.0,-2070,,0,2.0,2,12,0,,0.5481738736648627,0.5656079814115492,0.0809,0.0558,0.9732,,,0.1379,0.1667,,,0.0629,0.0147,0.0809,0.9732,,,0.1379,0.1667,,,0.0654,,0.0074,0.0817,0.9732,,0.1379,,0.064,0.015,0.0717,14.0,2.0,14.0,0.0,-1909.0,1,0.0,0.0,0.0,2.0,6.0,-1186.0,-786.3333333333335,-952.8,0.0,0.0,140411.25,16473.6,0.0,0.0,-782.6666666666665,0.0,-22.0,8.0,24619.217142857146,308021.625,367331.625,9675.0,410695.5,11.625,1.0,0.0194689114960834,-1074.875,382.75,18.0,292073.4,-1288.4,72390.8,72120.8,72125.0,0.0,-15.0,104375.24379310342,450000.0,1551.7241379310346,27241.12862068965,0.0,25689.40448275862,5206.7682,32319.0,16612.808275862066,101752.74155172412,104346.9496551724,0.0344827586206896,1.5862068965517242,1.5517241379310345,6.84,0.0,0.0,0.8666666666666666,9.08,-1104.9179487179488,-1113.5420512820515,110373.04415769232,110081.50715769232,2.5,0.1525,0.061,-0.1426414280321415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Married,F
372,103084,Cash loans,Y,N,0,450000.0,1800000.0,49500.0,1800000.0,0.04622,17661,-2109.0,-1421.0,-1211,3.0,0,2.0,1,16,0,,0.7832572239634059,0.5620604831738043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-902.0,1,0.0,0.0,0.0,1.0,4.0,-975.25,974.75,-652.0,0.0,0.0,3766715.505,4157313.0,0.0,0.0,-333.75,,,1.0,23525.64,235282.5,211752.0,23530.5,235282.5,14.0,1.0,0.108919505855147,-902.0,323.0,10.0,365243.0,-864.0,-594.0,-594.0,-590.0,0.0,,,,,,,,,,,,,,,,,,,1.0,5.5,-729.0,-748.5,23514.84900000001,23514.84900000001,4.0,0.11,0.0275,-0.1194156616273144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Married,M
377,105762,Cash loans,N,Y,0,135000.0,828081.0,29871.0,616500.0,0.01885,17185,-2815.0,-4942.0,-733,,0,2.0,2,15,0,,0.5454915083495068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1745.0,1,0.0,0.0,1.0,3.0,1.0,-2652.0,-2377.0,-2065.0,0.0,0.0,14850.0,0.0,0.0,0.0,-2064.0,2370.015,-82.0,10.0,6940.746000000001,22554.0,41824.35,6751.5,56385.0,9.8,1.0,0.1752435689734272,-661.1,47.0,14.8,291630.2,-1137.0,72888.6,145705.8,145708.8,0.4,-47.0,137001.90193548382,180000.0,6348.387096774193,6348.387096774193,0.0,0.0,8902.173913043478,9535.16129032258,9535.16129032258,131882.5122580645,137001.90193548382,0.2903225806451613,0.2903225806451613,0.0,46.5,0.010752688172043,0.010752688172043,0.8400000000000001,13.9,-771.8242424242424,-791.4011616161616,7450.857720454546,7450.857720454546,6.133933333333332,0.2212666666666666,0.0360725581193144,-0.1638056444573756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Civil marriage,F
380,100034,Revolving loans,N,Y,0,90000.0,180000.0,9000.0,180000.0,0.030755,10341,-1010.0,-4799.0,-3015,,0,1.0,2,16,0,0.2979135090150507,0.5027790378786304,,0.1505,0.0838,0.9831,0.7688,0.0188,0.1379,0.3333,0.0872,0.121,0.1412,0.0061,0.1534,0.9831,0.7779,0.019,0.1379,0.3333,0.0892,0.1322,0.1471,0.0078,0.0065,0.152,0.9831,0.0189,0.1379,0.0887,0.1437,0.0063,0.1227,0.0,0.0,0.0,0.0,-599.0,0,,,,,,,,,,,,,,,,,,2.0,21855.78,107977.5,112527.0,12145.5,107977.5,15.0,1.0,0.1039669070716359,-443.5,62.5,6.0,365243.0,-413.0,-263.0,-308.0,-303.0,0.5,,,,,,,,,,,,,,,,,,,1.9583333333333333,2.583333333333333,-365.5,-387.20833333333326,26313.52875,31188.52875,2.0,0.1,0.05,-0.0976694710376172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Single / not married,M
413,106845,Revolving loans,N,Y,0,202500.0,180000.0,9000.0,180000.0,0.018801,9112,-684.0,-106.0,-1786,,0,1.0,2,14,0,0.1635019860604755,0.4064680013023311,0.5190973382084597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-479.0,0,0.0,0.0,0.0,0.0,2.0,-445.5,15427.5,-205.0,0.0,0.0,96277.5,51529.5,0.0,0.0,-108.0,,,1.0,6925.905,126931.5,153738.0,0.0,126931.5,10.0,1.0,0.0,-479.0,750.0,24.0,365243.0,-444.0,246.0,-114.0,-108.0,0.0,,,,,,,,,,,,,,,,,,,3.071428571428572,6.428571428571429,-281.1428571428572,-349.8571428571428,11549.03785714286,17451.109285714283,0.8888888888888888,0.0444444444444444,0.05,-0.0750658472344161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Single / not married,M
452,100353,Cash loans,N,Y,0,81000.0,536917.5,19282.5,463500.0,0.031329,17941,-535.0,-13472.0,-1493,,0,1.0,2,8,0,,0.1671032782815753,,0.1237,0.1069,0.9816,0.7484,0.0169,0.1379,0.1667,0.1279,0.1009,0.1106,0.0444,0.1261,0.9816,0.7583,0.017,0.1379,0.1667,0.1309,0.1102,0.1153,0.0,0.047,0.1249,0.9816,0.017,0.1379,0.1302,0.1126,0.0453,0.0962,6.0,0.0,5.0,0.0,-617.0,1,,,,,,,,,,,,,,,,,,2.0,3972.87,16598.25,18058.5,0.0,33196.5,10.0,1.0,0.0,-358.5,488.0,10.0,365243.0,-586.0,-316.0,-376.0,-370.0,0.0,,,,,,,,,,,,,,,,,,,2.333333333333333,4.333333333333333,-486.0,-498.22222222222223,4379.899999999999,4997.039999999999,6.628611111111112,0.2380555555555555,0.0359133386414113,-0.029819965442283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Widow,F
487,109685,Cash loans,Y,Y,1,157500.0,539100.0,29376.0,450000.0,0.019101,16282,-1192.0,-6157.0,-4652,13.0,0,3.0,2,14,0,,0.3476449906413137,0.6769925032909132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-289.0,0,0.0,2.0,0.0,2.0,2.0,-1296.5,-199.5,-796.0,0.0,0.0,253845.0,24741.0,0.0,0.0,-133.5,0.0,-21.0,2.0,4518.045,58837.5,58837.5,0.0,58837.5,15.0,1.0,0.0,-289.0,100.0,6.0,365243.0,182492.0,182657.0,365243.0,365243.0,0.0,-6.0,0.0,120000.0,,0.0,,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,1.0,5.0,-139.0,-146.88888888888889,6786.089999999997,6786.089999999997,3.4228571428571435,0.1865142857142857,0.05449081803005,-0.073209679400565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Married,M
509,104002,Cash loans,N,Y,0,81000.0,218016.0,17352.0,180000.0,0.006305,19011,-1426.0,-12200.0,-1848,,0,2.0,3,7,0,,0.4545230708569028,0.434733248750173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,-723.0,1,0.0,0.0,0.0,1.0,2.0,-712.0,-362.0,-376.0,9964.8,0.0,113996.25,0.0,0.0,0.0,-373.0,0.0,-11.5,1.0,31043.43,315000.0,458883.0,,315000.0,7.0,1.0,,-723.0,-1.0,36.0,365243.0,-693.0,357.0,-183.0,-176.0,1.0,,,,,,,,,,,,,,,,,,,1.2941176470588236,18.176470588235293,-416.2058823529412,-411.7647058823529,38383.4686764706,26513.921911764708,2.6915555555555555,0.2142222222222222,0.0795904887714663,-0.0750092051969912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Married,F
524,100593,Cash loans,Y,Y,0,90000.0,263686.5,28107.0,238500.0,0.00823,13693,-6715.0,-6501.0,-4172,9.0,0,2.0,2,16,1,,0.3714054571620173,0.6577838002083306,,,0.9752,,,,,,,0.0076,,,0.9752,,,,,,,0.0079,,,,0.9752,,,,0.0077,,0.006,1.0,0.0,1.0,0.0,-313.0,1,0.0,0.0,0.0,0.0,8.0,-1679.875,-1065.25,-1566.833333333333,0.0,0.0,73407.0375,0.0,0.0,0.0,-1106.875,,,1.0,13035.06,123831.0,138253.5,0.0,123831.0,14.0,1.0,0.0,-313.0,625.0,12.0,365243.0,-282.0,48.0,365243.0,365243.0,0.0,,,,,,,,,,,,,,,,,,,1.0,5.5,-147.0,-162.5,13035.06,13035.06,2.92985,0.3123,0.1065924876700172,-0.4903965529832761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Married,F
543,108994,Cash loans,Y,Y,0,270000.0,216000.0,13342.5,216000.0,0.018209,20398,,-9647.0,-3781,14.0,0,2.0,3,8,0,,0.2608898632747639,0.5478104658520093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1821.0,1,0.0,0.0,0.0,4.0,7.0,-1584.142857142857,-1075.0,-1394.75,,0.0,565071.4285714285,140547.0,0.0,0.0,-641.7142857142858,11059.714285714286,-25.785714285714285,5.0,25361.46,429912.0,470588.4,12456.0,429912.0,9.8,1.0,0.1000001206250791,-1048.6,29.0,20.4,292124.6,-1016.0,72682.2,145652.0,145656.6,0.6,-6.0,359490.6736363636,405000.0,37636.36363636364,37636.36363636364,0.0,0.0,16466.600454545453,18193.5,16539.545454545456,349935.51681818184,357491.8554545454,1.2727272727272727,1.2727272727272727,0.0,5.0,0.0,0.0,0.8,11.429918468628149,-736.0933550320648,-739.5361090522382,23126.469188279458,22156.12261047017,0.8,0.0494166666666666,0.0617708333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Married,F
597,100291,Cash loans,N,N,1,153000.0,292500.0,14355.0,292500.0,0.015221,11881,-716.0,-2283.0,-4417,,1,3.0,2,17,0,,0.18241258581846,0.3312508645909018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-502.0,1,0.0,0.0,0.0,3.0,2.0,-104.0,1357.0,,0.0,0.0,424350.0,421227.0,0.0,0.0,-31.0,19089.0,-2.25,6.0,7685.9175,64237.5,77005.5,4685.625,64237.5,10.166666666666666,1.0,0.1310162505351742,-1732.5,39.66666666666666,12.666666666666664,365243.0,-1700.0,-1350.0,-1405.0,-1398.166666666667,0.6666666666666666,,,,,,,,,,,,,,,,,,,1.0724747474747476,6.458333333333332,-1545.8484848484848,-1556.086868686869,9667.755022727271,9113.39439772727,1.9117647058823528,0.0938235294117647,0.049076923076923,-0.0602642875178857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Married,F
608,101540,Revolving loans,N,N,0,135000.0,247500.0,12375.0,247500.0,0.005313,10902,-2134.0,-614.0,-113,,0,2.0,2,15,0,,0.6989960593018631,0.7121551551910698,0.0918,0.0753,0.996,,,0.1034,0.25,0.0183,,0.0998,0.0059,0.0935,0.996,,,0.1034,0.25,0.0187,,0.104,,0.0063,0.0926,0.996,,0.1034,0.0186,0.1016,0.0061,0.0944,1.0,1.0,1.0,1.0,-740.0,0,0.0,0.0,0.0,1.0,2.0,-2241.0,-1981.5,-1978.0,0.0,0.0,61875.0,0.0,0.0,0.0,-1976.0,,,4.0,11305.919999999998,139905.0,149155.875,9990.0,139905.0,16.75,1.0,0.1090072956799737,-651.25,34.5,16.666666666666668,365243.0,-705.0,-315.0,-315.0,-311.0,0.0,,,,,,,,,,,,,,,,,,,1.0,8.0,-495.0,-501.9130434782609,8088.865434782609,4922.593043478261,1.8333333333333333,0.0916666666666666,0.05,-0.1957439002017978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Married,F
644,100452,Cash loans,N,Y,1,171000.0,1009566.0,36391.5,904500.0,0.025164,18767,-2046.0,-6555.0,-2317,,1,3.0,2,8,0,,0.2665197753925157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1144.0,1,,,,,,,,,,,,,,,,,,7.0,13916.661428571428,195492.8571428572,259594.07142857145,15000.0,228075.0,9.714285714285714,1.0,0.1411680886683685,-1593.428571428571,291.42857142857144,22.285714285714285,303950.5,-1492.833333333333,60518.0,120926.83333333331,120930.0,0.6666666666666666,-42.0,20657.84638554217,45000.0,1257.8313253012047,1257.8313253012047,0.0,0.0,1432.287987804878,2643.0180722891573,2248.7481325301205,19544.75512048193,20591.2306626506,0.0843373493975903,0.0843373493975903,0.0,37.21951219512195,0.0843373493975903,0.072289156626506,0.9054131054131056,14.224926253687316,-1174.1548672566369,-1191.5240929833851,26808.36817285001,26801.581402938507,5.903894736842106,0.2128157894736842,0.0360466774831957,-0.1090211541535674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Married,M
645,104393,Cash loans,Y,Y,0,180000.0,440784.0,29587.5,360000.0,0.006629,19979,,-8601.0,-2618,12.0,0,2.0,2,11,0,,0.5171175083803762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1876.0,1,0.0,0.0,0.0,2.0,4.0,-1130.75,-218.0,-515.0,,0.0,653279.625,398324.25,,0.0,-438.25,16948.125,-23.125,1.0,4150.44,31590.0,35779.5,3150.0,31590.0,12.0,1.0,0.0881243366505185,-1876.0,47.0,12.0,365243.0,-1845.0,-1515.0,-1515.0,-1508.0,0.0,,,,,,,,,,,,,,,,,,,1.0,6.75,-1672.5,-1679.5,4147.416562500001,3109.806562500001,2.4488,0.164375,0.067124714145704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Civil marriage,M
650,105884,Cash loans,N,Y,0,89100.0,71955.0,7371.0,67500.0,0.0196889999999999,21523,,-1153.0,-4466,,0,1.0,2,14,0,,0.306594138042816,,0.0227,0.0,0.9722,,,0.0345,0.0417,0.0047,,0.0098,0.0,0.0231,0.9722,,,0.0345,0.0417,0.0048,,0.0102,,0.0,0.0229,0.9722,,0.0345,0.0048,0.01,0.0,0.0077,0.0,0.0,0.0,0.0,-549.0,0,0.0,0.0,0.0,1.0,1.0,-1202.0,-106.0,,,0.0,225000.0,210982.5,,0.0,-1097.0,,,1.0,20161.44,216000.0,216000.0,0.0,216000.0,17.0,1.0,0.0,-549.0,81.0,12.0,365243.0,-514.0,-184.0,-184.0,-176.0,0.0,,,,,,,,,,,,,,,,,,,1.0,6.5,-349.0,-358.41666666666674,20161.07625,20161.07625,0.8075757575757576,0.0827272727272727,0.1024390243902439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Single / not married,F
706,105368,Cash loans,N,Y,0,135000.0,338832.0,17428.5,292500.0,0.010147,16949,,-4926.0,-503,,0,2.0,2,9,0,0.7974563172235889,0.3985061357827897,0.7366226976503176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-370.0,1,0.0,0.0,0.0,4.0,4.0,-973.75,94.5,-629.5,,0.0,352364.625,172647.0,0.0,0.0,-361.25,15268.5,-24.625,10.0,10108.935,151978.4325,166822.2,9384.165,217112.04642857143,11.8,1.0,0.1171959315000457,-1008.5,156.2,17.428571428571427,365243.0,59747.33333333334,60272.33333333334,120861.83333333331,120865.0,0.1666666666666666,-6.5,0.0,67500.0,,0.0,,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,1.04,5.8,-1207.8,-1223.6575,12543.874574999998,12543.874574999998,2.5098666666666665,0.1291,0.0514369953251168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Married,F
712,109682,Cash loans,Y,N,1,247500.0,1527579.0,53226.0,1395000.0,0.008068,16617,-8035.0,-1463.0,-161,3.0,0,3.0,3,10,0,0.4073108530219895,0.0314404667994371,,0.0825,0.0845,0.9811,0.7416,0.0291,0.1379,0.1667,0.0149,0.0672,0.0737,0.0,0.084,0.9811,0.7517,0.0293,0.1379,0.1667,0.0152,0.0735,0.0768,0.0,0.0,0.0833,0.9811,0.0293,0.1379,0.0152,0.075,0.0,0.0738,0.0,0.0,0.0,0.0,-1922.0,0,0.0,1.0,0.0,0.0,2.0,-759.5,701.5,,0.0,0.0,1350000.0,,,0.0,-12.0,13711.5,-12.25,1.0,12397.86,162900.0,108369.0,76500.0,162900.0,10.0,1.0,0.4506729335121332,-1922.0,49.0,12.0,365243.0,-1891.0,-1561.0,-1561.0,-1557.0,0.0,,,,,,,,,,,,,,,,,,,1.0,5.7,-1750.0,-1749.1,12393.490499999994,7434.3465,6.172036363636364,0.2150545454545454,0.0348433698028056,-0.4835409520370705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Married,M
725,100500,Cash loans,N,N,0,202500.0,840951.0,35631.0,679500.0,0.032561,18522,-4322.0,-1778.0,-1940,,0,1.0,1,9,0,0.7257387361552291,0.6680592302129481,0.6347055309763198,0.2247,0.2167,0.9836,,,0.1724,0.3333,0.0298,,0.1971,0.0064,0.1197,0.9806,,,0.0345,0.3333,0.0305,,0.0696,,0.0,0.2269,0.9836,,0.1724,0.0303,0.2006,0.0065,0.2661,6.0,0.0,6.0,0.0,-1815.0,1,0.0,0.0,0.0,4.0,2.0,-532.0,16.5,-575.0,0.0,0.0,107752.5,54342.0,0.0,0.0,-296.0,,,4.0,8694.24,63245.25,63031.5,7500.0,84327.0,14.5,1.0,0.1144195357508519,-1179.5,419.75,11.333333333333336,365243.0,-1346.5,-1016.5,-1031.5,-1027.5,0.0,,,,,,,,,,,,,,,,,,,1.0384615384615383,6.230769230769232,-1189.576923076923,-1198.3461538461538,10125.986538461537,8881.601538461538,4.152844444444445,0.1759555555555555,0.0423698883763738,-0.2333441313033149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Single / not married,F
740,100934,Revolving loans,N,Y,1,135000.0,180000.0,9000.0,180000.0,0.01885,11649,-1015.0,-791.0,-2730,,0,3.0,2,14,1,0.2378350680753908,0.6153958787687298,0.524496446363472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-765.0,0,0.0,0.0,0.0,0.0,4.0,-407.75,-277.75,-298.0,,0.0,38092.725,0.0,0.0,0.0,-286.75,,,2.0,8511.885,49497.75,48219.75,3487.5,49497.75,13.5,1.0,0.0512132427974913,-407.0,70.0,6.0,365243.0,-376.5,-226.5,182359.5,182360.5,0.0,,,,,,,,,,,,,,,,,,,1.0,2.75,-324.0,-339.5625,8510.58,8510.58,1.3333333333333333,0.0666666666666666,0.05,-0.0871319426560219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Civil marriage,F
